Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
5869,5869,5869,0,5869,5869,5869,0,5869,5869,5869,0,5869,
5954,5954,5954,0,5954,5954,5954,0,5954,5954,5954,0,5954,
6315,6315,6315,0,6315,6315,6315,0,6315,6315,6315,0,6315,
6019,6019,6019,0,6019,6019,6019,0,6019,6019,6019,0,6019,
6502,6502,6502,0,6502,6502,6502,0,6502,6502,6502,0,6502,
6065,6065,6065,0,6065,6065,6065,0,6065,6065,6065,0,6065,
6664,6664,6664,0,6664,6664,6664,0,6664,6664,6664,0,6664,
5967,5967,5967,0,5967,5967,5967,0,5967,5967,5967,0,5967,
6135,6135,6135,0,6135,6135,6135,0,6135,6135,6135,0,6135,
6121,6121,6121,0,6121,6121,6121,0,6121,6121,6121,0,6121,
5918,5918,5918,0,5918,5918,5918,0,5918,5918,5918,0,5918,
6120,6120,6120,0,6120,6120,6120,0,6120,6120,6120,0,6120,
5891,5891,5891,0,5891,5891,5891,0,5891,5891,5891,0,5891,
6298,6298,6298,0,6298,6298,6298,0,6298,6298,6298,0,6298,
5835,5835,5835,0,5835,5835,5835,0,5835,5835,5835,0,5835,
6080,6080,6080,0,6080,6080,6080,0,6080,6080,6080,0,6080,
6152,6152,6152,0,6152,6152,6152,0,6152,6152,6152,0,6152,
6336,6336,6336,0,6336,6336,6336,0,6336,6336,6336,0,6336,
5857,5857,5857,0,5857,5857,5857,0,5857,5857,5857,0,5857,
6007,6007,6007,0,6007,6007,6007,0,6007,6007,6007,0,6007,
