beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,817.0,170189.0,817.0,0.0,0.0,0.0,724.0,130989.0,724.0
1e-05,818.0,172988.0,819.72988,0.0,0.0,0.0,728.0,132488.0,729.32488
2e-05,820.0,171889.0,823.43778,0.0,0.0,0.0,723.0,132489.0,725.64978
4e-05,818.0,170988.0,824.83952,0.0,0.0,0.0,723.0,129689.0,728.18756
8e-05,818.0,171588.0,831.72704,0.0,0.0,0.0,723.0,130189.0,733.41512
0.0001,818.0,171188.0,835.1188,0.0,0.0,0.0,723.0,129689.0,735.9689
0.0002,818.0,177988.0,853.5976,0.0,0.0,0.0,718.0,132589.0,744.5178
0.0004,819.0,177889.0,890.1556,0.0,0.0,0.0,725.0,135189.0,779.0756
0.0008,820.0,178889.0,963.1112,0.0,0.0,0.0,691.0,171176.0,827.9408
0.001,817.0,180988.0,997.988,0.0,0.0,0.0,688.0,174094.0,862.094
0.002,812.0,184984.0,1181.968,0.0,0.0,0.0,676.0,175506.0,1027.012
0.004,809.0,187681.0,1559.724,0.0,0.0,0.0,659.0,181129.0,1383.516
0.008,627.0,217701.0,2368.608,0.0,0.0,0.0,560.0,196033.0,2128.264
0.01,551.0,225870.0,2809.7,0.0,0.0,0.0,504.0,200928.0,2513.28
0.02,487.0,231752.0,5122.04,0.0,0.0,0.0,389.0,210050.0,4590.0
0.04,474.0,232334.0,9767.36,0.0,0.0,0.0,389.0,210050.0,8791.0
0.08,471.0,232355.0,19059.4,0.0,0.0,0.0,389.0,210050.0,17193.0
0.1,472.0,233227.0,23794.7,0.0,0.0,0.0,389.0,210050.0,21394.0
0.2,471.0,232644.0,46999.8,0.0,0.0,0.0,389.0,210050.0,42399.0
0.4,469.0,233330.0,93801.0,0.0,0.0,0.0,389.0,210050.0,84409.0
1.0,466.0,233024.0,233490.0,0.0,0.0,0.0,389.0,210050.0,210439.0
10.0,469.0,232646.0,2326929.0,0.0,0.0,0.0,389.0,210050.0,2100889.0
